PCON24CD,Theme,Title,Value
E14001039,society,General Election: 12 December 2019,Lab
E14001039,society,General Election: 7 May 2015,Lab
E14001039,society,General Election: 8 June 2017,Lab
E14001039,society,School allocations per pupil (nominal),5418
E14001039,society,School allocations per pupil (real),5418
E14001039,society,Sexuality,91.5
E14001039,transport,Active travel: cycle at least once a month,8.2
E14001039,transport,Active travel: cycle at least once a week,5.9
E14001039,transport,Active travel: cycle three times a week,0
E14001039,transport,Active travel: walk at least once a month,75.2
E14001039,transport,Active travel: walk at least once a week,66.7
E14001039,transport,Active travel: walk three times a week,39.1
E14001039,transport,Distance travelled to work,7108
E14001039,transport,Road traffic accidents: all,87
E14001039,transport,Road traffic accidents: fatal,23
E14001040,economy,House price wage ratio,15.5789
E14001040,economy,Unemployment,0.0256
E14001040,economy,Wages,49502
E14001040,energy,Efficiency of Housing,68
E14001040,energy,Fuel poverty,8.5
E14001040,environment,City and town classification,Core City (London)
E14001040,environment,Climate change: drought,3.13213
E14001040,environment,Climate change: heatwaves,22.71065
E14001040,environment,Climate change: rainfall,-0.09377
E14001040,environment,Climate change: rainfall anomaly,0.042511
E14001040,environment,Climate change: temperature,3.518713
E14001040,environment,Climate change: warmest days,6.216953
E14001040,environment,Climate change: wettest days,8.030806
E14001040,health,Disability,0.108
E14001040,health,GP appointments: good overall experience of making an appointment,61.965
E14001040,health,GP appointments: not attended,5.047
E14001040,health,GP appointments: patients enabled to book and cancel online,58.165
E14001040,health,GP appointments: per patient,4.336
E14001040,health,GP appointments: satisfied with practice appointment times,56.553
E14001040,health,GP appointments: taking place within 14 days of booking,94.66
E14001040,health,GP appointments: taking place within 2 days of booking,54.545
E14001040,health,GPs: electronic prescription items,98.087
E14001040,health,GPs: patients enabled to order repeat prescriptions online,57.799
E14001040,society,EU referendum,0.293693947
E14001040,society,Educational attainment: GCSE A*-C English/Maths,84
E14001040,society,Educational attainment: KS2 Attainment,67
E14001040,society,Educational attainment: KS4 Attainment 8,57.9
E14001040,society,General Election: 12 December 2019,Con
E14001040,society,General Election: 7 May 2015,Con
E14001040,society,General Election: 8 June 2017,Con
E14001040,society,School allocations per pupil (nominal),5902
E14001040,society,School allocations per pupil (real),5902
E14001040,society,Sexuality,88.1
E14001040,transport,Active travel: cycle at least once a month,18.8
E14001040,transport,Active travel: cycle at least once a week,14
E14001040,transport,Active travel: cycle three times a week,6.9
E14001040,transport,Active travel: walk at least once a month,78.3
E14001040,transport,Active travel: walk at least once a week,71.8
E14001040,transport,Active travel: walk three times a week,47.4
E14001040,transport,Distance travelled to work,3330
E14001040,transport,Road traffic accidents: all,201
E14001040,transport,Road traffic accidents: fatal,31
E14001041,economy,House price wage ratio,13.7602
E14001041,economy,Unemployment,0.0195
E14001041,economy,Wages,42313
E14001041,energy,Efficiency of Housing,69
E14001041,energy,Fuel poverty,8.6
E14001041,environment,City and town classification,Large Town
E14001041,environment,Climate change: drought,2.806459
E14001041,environment,Climate change: heatwaves,22.93058
E14001041,environment,Climate change: rainfall,-0.05315
E14001041,environment,Climate change: rainfall anomaly,0.255057
E14001041,environment,Climate change: temperature,3.41381
E14001041,environment,Climate change: warmest days,7.185227
E14001041,environment,Climate change: wettest days,11.12256
E14001041,health,Disability,0.155
E14001041,health,GP appointments: good overall experience of making an appointment,70.402
E14001041,health,GP appointments: not attended,4.322
E14001041,health,GP appointments: patients enabled to book and cancel online,60.496
E14001041,health,GP appointments: per patient,5.304
E14001041,health,GP appointments: satisfied with practice appointment times,55.708
E14001041,health,GP appointments: taking place within 14 days of booking,88.109
E14001041,health,GP appointments: taking place within 2 days of booking,46.503
E14001041,health,GPs: electronic prescription items,82.662
E14001041,health,GPs: patients enabled to order repeat prescriptions online,60.461
E14001041,society,EU referendum,0.396373786
E14001041,society,Educational attainment: GCSE A*-C English/Maths,81
E14001041,society,Educational attainment: KS2 Attainment,64
E14001041,society,Educational attainment: KS4 Attainment 8,57.7
E14001041,society,General Election: 12 December 2019,Con
E14001041,society,General Election: 7 May 2015,Con
E14001041,society,General Election: 8 June 2017,Con
E14001041,society,School allocations per pupil (nominal),5159
E14001041,society,School allocations per pupil (real),5159
E14001041,society,Sexuality,89.6
E14001041,transport,Active travel: cycle at least once a month,15.8
E14001041,transport,Active travel: cycle at least once a week,10.1
E14001041,transport,Active travel: cycle three times a week,0
E14001041,transport,Active travel: walk at least once a month,82.5
E14001041,transport,Active travel: walk at least once a week,74.9
E14001041,transport,Active travel: walk three times a week,47
E14001041,transport,Distance travelled to work,5650
E14001041,transport,Road traffic accidents: all,156
E14001041,transport,Road traffic accidents: fatal,37
E14001042,economy,House price wage ratio,15.5891
E14001042,economy,Unemployment,0.0212
E14001042,economy,Wages,41165
E14001042,energy,Efficiency of Housing,68
E14001042,energy,Fuel poverty,6.9
E14001042,environment,City and town classification,Village or smaller
E14001042,environment,Climate change: drought,3.492113
E14001042,environment,Climate change: heatwaves,23.58879
E14001042,environment,Climate change: rainfall,-0.11998
E14001042,environment,Climate change: rainfall anomaly,0.034339
E14001042,environment,Climate change: temperature,3.473042
E14001042,environment,Climate change: warmest days,6.878538
E14001042,environment,Climate change: wettest days,5.35576
E14001042,health,Disability,0.118
E14001042,health,GP appointments: good overall experience of making an appointment,50.614
E14001042,health,GP appointments: not attended,3.639
E14001042,health,GP appointments: patients enabled to book and cancel online,52.18
E14001042,health,GP appointments: per patient,4.379
E14001042,health,GP appointments: satisfied with practice appointment times,40.316
E14001042,health,GP appointments: taking place within 14 days of booking,89.867
E14001042,health,GP appointments: taking place within 2 days of booking,54.702
E14001042,health,GPs: electronic prescription items,97.664
E14001042,health,GPs: patients enabled to order repeat prescriptions online,59.16
E14001042,society,EU referendum,0.46659077
E14001042,society,Educational attainment: GCSE A*-C English/Maths,75
E14001042,society,Educational attainment: KS2 Attainment,63
E14001042,society,Educational attainment: KS4 Attainment 8,50.5
E14001042,society,General Election: 12 December 2019,Con
E14001042,society,General Election: 7 May 2015,Con
E14001042,society,General Election: 8 June 2017,Con
E14001042,society,School allocations per pupil (nominal),5191
E14001042,society,School allocations per pupil (real),5191
E14001042,society,Sexuality,91.2
E14001042,transport,Active travel: cycle at least once a month,14.4
E14001042,transport,Active travel: cycle at least once a week,9.3
E14001042,transport,Active travel: cycle three times a week,0
E14001042,transport,Active travel: walk at least once a month,77.8
E14001042,transport,Active travel: walk at least once a week,68.6
E14001042,transport,Active travel: walk three times a week,43.3
E14001042,transport,Distance travelled to work,4006
E14001042,transport,Road traffic accidents: all,147
E14001042,transport,Road traffic accidents: fatal,29
E14001043,economy,House price wage ratio,6.8915
E14001043,economy,Unemployment,0.0173
E14001043,economy,Wages,35668
E14001043,energy,Efficiency of Housing,65
E14001043,energy,Fuel poverty,11.9
E14001043,environment,City and town classification,Large Town
E14001043,environment,Climate change: drought,2.402917
E14001043,environment,Climate change: heatwaves,7.132116
E14001043,environment,Climate change: rainfall,-0.07347
E14001043,environment,Climate change: rainfall anomaly,0.220518
E14001043,environment,Climate change: temperature,2.971157
E14001043,environment,Climate change: warmest days,5.869288
E14001043,environment,Climate change: wettest days,3.445641
E14001043,health,Disability,0.193
E14001043,health,GP appointments: good overall experience of making an appointment,59.089
E14001043,health,GP appointments: not attended,4.139
E14001043,health,GP appointments: patients enabled to book and cancel online,44.624
E14001043,health,GP appointments: per patient,5.995
E14001043,health,GP appointments: satisfied with practice appointment times,53.481
E14001043,health,GP appointments: taking place within 14 days of booking,87.732
E14001043,health,GP appointments: taking place within 2 days of booking,50.762
E14001043,health,GPs: electronic prescription items,96.942
E14001043,health,GPs: patients enabled to order repeat prescriptions online,51.276
E14001043,society,EU referendum,0.465489416
E14001043,society,Educational attainment: GCSE A*-C English/Maths,72
E14001043,society,Educational attainment: KS2 Attainment,60
E14001043,society,Educational attainment: KS4 Attainment 8,53.9
E14001043,society,General Election: 12 December 2019,Lab
E14001043,society,General Election: 7 May 2015,Lab
E14001043,society,General Election: 8 June 2017,Lab
E14001043,society,School allocations per pupil (nominal),5435
E14001043,society,School allocations per pupil (real),5435
E14001043,society,Sexuality,91.8
E14001043,transport,Active travel: cycle at least once a month,9.6
E14001043,transport,Active travel: cycle at least once a week,5.8
E14001043,transport,Active travel: cycle three times a week,0
E14001043,transport,Active travel: walk at least once a month,77.3
E14001043,transport,Active travel: walk at least once a week,70.9
E14001043,transport,Active travel: walk three times a week,42
E14001043,transport,Distance travelled to work,2565
E14001043,transport,Road traffic accidents: all,80
E14001043,transport,Road traffic accidents: fatal,24
E14001044,economy,House price wage ratio,7.7713
E14001044,economy,Unemployment,0.0202
E14001044,economy,Wages,41141
E14001044,energy,Efficiency of Housing,66
E14001044,energy,Fuel poverty,10.8
E14001044,environment,City and town classification,Village or smaller
E14001044,environment,Climate change: drought,2.158817
E14001044,environment,Climate change: heatwaves,6.607871
E14001044,environment,Climate change: rainfall,-0.04903
E14001044,environment,Climate change: rainfall anomaly,0.237725
E14001044,environment,Climate change: temperature,2.994506
E14001044,environment,Climate change: warmest days,4.958729
E14001044,environment,Climate change: wettest days,12.0616
E14001044,health,Disability,0.203
E14001044,health,GP appointments: good overall experience of making an appointment,51.966
E14001044,health,GP appointments: not attended,3.635
E14001044,health,GP appointments: patients enabled to book and cancel online,48.237
E14001044,health,GP appointments: per patient,8.3
E14001044,health,GP appointments: satisfied with practice appointment times,46.042
E14001044,health,GP appointments: taking place within 14 days of booking,87.593
E14001044,health,GP appointments: taking place within 2 days of booking,56.409
E14001044,health,GPs: electronic prescription items,96.181
E14001044,health,GPs: patients enabled to order repeat prescriptions online,56.82
E14001044,society,EU referendum,0.446901996
E14001044,society,Educational attainment: GCSE A*-C English/Maths,77
E14001044,society,Educational attainment: KS2 Attainment,57
E14001044,society,Educational attainment: KS4 Attainment 8,54.6
E14001044,society,General Election: 12 December 2019,Lab
E14001044,society,General Election: 7 May 2015,Lab
E14001044,society,General Election: 8 June 2017,Lab
E14001044,society,School allocations per pupil (nominal),5367
E14001044,society,School allocations per pupil (real),5367
E14001044,society,Sexuality,91.9
E14001044,transport,Active travel: cycle at least once a month,9.6
E14001044,transport,Active travel: cycle at least once a week,5.8
E14001044,transport,Active travel: cycle three times a week,0
E14001044,transport,Active travel: walk at least once a month,77.3
E14001044,transport,Active travel: walk at least once a week,70.9
E14001044,transport,Active travel: walk three times a week,42
E14001044,transport,Distance travelled to work,2564
E14001044,transport,Road traffic accidents: all,73
E14001044,transport,Road traffic accidents: fatal,16
E14001045,economy,House price wage ratio,10.2479
E14001045,economy,Unemployment,0.0233
E14001045,economy,Wages,39962
E14001045,energy,Efficiency of Housing,69
E14001045,energy,Fuel poverty,9.4
E14001045,environment,City and town classification,Small Town
E14001045,environment,Climate change: drought,3.627229
E14001045,environment,Climate change: heatwaves,22.81539
E14001045,environment,Climate change: rainfall,-0.09988
E14001045,environment,Climate change: rainfall anomaly,0.049969
E14001045,environment,Climate change: temperature,3.38708
E14001045,environment,Climate change: warmest days,6.730182
E14001045,environment,Climate change: wettest days,6.227849
E14001045,health,Disability,0.167
E14001045,health,GP appointments: good overall experience of making an appointment,46.848
E14001045,health,GP appointments: not attended,2.885
E14001045,health,GP appointments: patients enabled to book and cancel online,56.165
E14001045,health,GP appointments: per patient,5.62
E14001045,health,GP appointments: satisfied with practice appointment times,40.545
E14001045,health,GP appointments: taking place within 14 days of booking,82.493
E14001045,health,GP appointments: taking place within 2 days of booking,44.741
E14001045,health,GPs: electronic prescription items,88.846
E14001045,health,GPs: patients enabled to order repeat prescriptions online,60.61
E14001045,society,EU referendum,0.604684298
E14001045,society,Educational attainment: GCSE A*-C English/Maths,70
E14001045,society,Educational attainment: KS2 Attainment,57
E14001045,society,Educational attainment: KS4 Attainment 8,48.3
E14001045,society,General Election: 12 December 2019,Con
E14001045,society,General Election: 7 May 2015,Con
E14001045,society,General Election: 8 June 2017,Con
E14001045,society,School allocations per pupil (nominal),5101
E14001045,society,School allocations per pupil (real),5101
E14001045,society,Sexuality,91.8
E14001045,transport,Active travel: cycle at least once a month,11.9
E14001045,transport,Active travel: cycle at least once a week,7.3
E14001045,transport,Active travel: cycle three times a week,0
E14001045,transport,Active travel: walk at least once a month,79.3
E14001045,transport,Active travel: walk at least once a week,71.3
E14001045,transport,Active travel: walk three times a week,43.9
E14001045,transport,Distance travelled to work,3844
E14001045,transport,Road traffic accidents: all,180
E14001045,transport,Road traffic accidents: fatal,42
E14001046,economy,House price wage ratio,11.6564
E14001046,economy,Unemployment,0.0187
E14001046,economy,Wages,36330
E14001046,energy,Efficiency of Housing,71
E14001046,energy,Fuel poverty,8.9
E14001046,environment,City and town classification,Small Town
E14001046,environment,Climate change: drought,3.234221
E14001046,environment,Climate change: heatwaves,20.6567
E14001046,environment,Climate change: rainfall,-0.1099
E14001046,environment,Climate change: rainfall anomaly,0.134493
E14001046,environment,Climate change: temperature,3.379822
E14001046,environment,Climate change: warmest days,7.044907
E14001046,environment,Climate change: wettest days,6.562309
E14001046,health,Disability,0.151
E14001046,health,GP appointments: good overall experience of making an appointment,59.973
E14001046,health,GP appointments: not attended,5.613
E14001046,health,GP appointments: patients enabled to book and cancel online,47.191
E14001046,health,GP appointments: per patient,6.238
E14001046,health,GP appointments: satisfied with practice appointment times,51.512
E14001046,health,GP appointments: taking place within 14 days of booking,84.307
E14001046,health,GP appointments: taking place within 2 days of booking,47.736
E14001046,health,GPs: electronic prescription items,75.948
E14001046,health,GPs: patients enabled to order repeat prescriptions online,56.659
E14001046,society,EU referendum,0.463446575
E14001046,society,Educational attainment: GCSE A*-C English/Maths,72
E14001046,society,Educational attainment: KS2 Attainment,59
E14001046,society,Educational attainment: KS4 Attainment 8,50.9
E14001046,society,General Election: 12 December 2019,Con
E14001046,society,General Election: 7 May 2015,Con
E14001046,society,General Election: 8 June 2017,Con
E14001046,society,School allocations per pupil (nominal),5225
E14001046,society,School allocations per pupil (real),5225
E14001046,society,Sexuality,91.6
E14001046,transport,Active travel: cycle at least once a month,14.3
E14001046,transport,Active travel: cycle at least once a week,11.6
E14001046,transport,Active travel: cycle three times a week,0
E14001046,transport,Active travel: walk at least once a month,81.9
E14001046,transport,Active travel: walk at least once a week,75.1
E14001046,transport,Active travel: walk three times a week,46.4
E14001046,transport,Distance travelled to work,7316
E14001046,transport,Road traffic accidents: all,126
E14001046,transport,Road traffic accidents: fatal,30
E14001047,economy,House price wage ratio,12.8571
E14001047,economy,Unemployment,0.0254
E14001047,economy,Wages,40696
E14001047,energy,Efficiency of Housing,69
E14001047,energy,Fuel poverty,7.7
E14001047,environment,City and town classification,Medium Town
E14001047,environment,Climate change: drought,3.69627
E14001047,environment,Climate change: heatwaves,24.21546
E14001047,environment,Climate change: rainfall,-0.12016
E14001047,environment,Climate change: rainfall anomaly,0.091248
E14001047,environment,Climate change: temperature,3.471538
E14001047,environment,Climate change: warmest days,7.022824
E14001047,environment,Climate change: wettest days,7.220486
E14001047,health,Disability,0.135
E14001047,health,GP appointments: good overall experience of making an appointment,46.978
E14001047,health,GP appointments: not attended,3.169
E14001047,health,GP appointments: patients enabled to book and cancel online,57.531
E14001047,health,GP appointments: per patient,5.425
E14001047,health,GP appointments: satisfied with practice appointment times,40.807
E14001047,health,GP appointments: taking place within 14 days of booking,88.294
E14001047,health,GP appointments: taking place within 2 days of booking,56.361
E14001047,health,GPs: electronic prescription items,95.51
E14001047,health,GPs: patients enabled to order repeat prescriptions online,57.697
E14001047,society,EU referendum,0.442519336
E14001047,society,Educational attainment: GCSE A*-C English/Maths,77
E14001047,society,Educational attainment: KS2 Attainment,63
E14001047,society,Educational attainment: KS4 Attainment 8,53.1
E14001047,society,General Election: 12 December 2019,Con
E14001047,society,General Election: 7 May 2015,Con
E14001047,society,General Election: 8 June 2017,Con
E14001047,society,School allocations per pupil (nominal),5147
E14001047,society,School allocations per pupil (real),5147
E14001047,society,Sexuality,90.9
E14001047,transport,Active travel: cycle at least once a month,17.1
E14001047,transport,Active travel: cycle at least once a week,10.6
E14001047,transport,Active travel: cycle three times a week,0
E14001047,transport,Active travel: walk at least once a month,81.2
E14001047,transport,Active travel: walk at least once a week,74.1
E14001047,transport,Active travel: walk three times a week,48.1
E14001047,transport,Distance travelled to work,5002
E14001047,transport,Road traffic accidents: all,195
E14001047,transport,Road traffic accidents: fatal,53
E14001048,economy,House price wage ratio,13.4006
E14001048,economy,Unemployment,0.0179
E14001048,economy,Wages,40565
E14001048,energy,Efficiency of Housing,71
E14001048,energy,Fuel poverty,5.7
E14001048,environment,City and town classification,Village or smaller
E14001048,environment,Climate change: drought,3.619992
E14001048,environment,Climate change: heatwaves,23.5098
E14001048,environment,Climate change: rainfall,-0.13376
E14001048,environment,Climate change: rainfall anomaly,0.070707
E14001048,environment,Climate change: temperature,3.455237
E14001048,environment,Climate change: warmest days,7.119341
E14001048,environment,Climate change: wettest days,4.601352
E14001048,health,Disability,0.123
E14001048,health,GP appointments: good overall experience of making an appointment,45.245
E14001048,health,GP appointments: not attended,4.068
E14001048,health,GP appointments: patients enabled to book and cancel online,54.082
E14001048,health,GP appointments: per patient,5.236
E14001048,health,GP appointments: satisfied with practice appointment times,36.891
E14001048,health,GP appointments: taking place within 14 days of booking,82.493
E14001048,health,GP appointments: taking place within 2 days of booking,45.536
E14001048,health,GPs: electronic prescription items,72.394
E14001048,health,GPs: patients enabled to order repeat prescriptions online,53.651
E14001048,society,EU referendum,0.426940889
E14001048,society,Educational attainment: GCSE A*-C English/Maths,81
E14001048,society,Educational attainment: KS2 Attainment,68
E14001048,society,Educational attainment: KS4 Attainment 8,56
E14001048,society,General Election: 12 December 2019,Con
E14001048,society,General Election: 7 May 2015,Con
E14001048,society,General Election: 8 June 2017,Con
E14001048,society,School allocations per pupil (nominal),5096
E14001048,society,School allocations per pupil (real),5096
E14001048,society,Sexuality,91.1
E14001048,transport,Active travel: cycle at least once a month,13.4
E14001048,transport,Active travel: cycle at least once a week,8.8
E14001048,transport,Active travel: cycle three times a week,0
E14001048,transport,Active travel: walk at least once a month,82.2
E14001048,transport,Active travel: walk at least once a week,71.8
E14001048,transport,Active travel: walk three times a week,42.6
E14001048,transport,Distance travelled to work,3621
E14001048,transport,Road traffic accidents: all,122
E14001048,transport,Road traffic accidents: fatal,23
E14001049,economy,House price wage ratio,7.48
E14001049,economy,Unemployment,0.0718
E14001049,economy,Wages,28295
E14001049,energy,Efficiency of Housing,67
E14001049,energy,Fuel poverty,22.6
E14001049,environment,City and town classification,Medium Town
E14001049,environment,Climate change: drought,3.154044
E14001049,environment,Climate change: heatwaves,14.19436
E14001049,environment,Climate change: rainfall,-0.14534
E14001049,environment,Climate change: rainfall anomaly,0.28979
E14001049,environment,Climate change: temperature,3.276417
E14001049,environment,Climate change: warmest days,6.310989
E14001049,environment,Climate change: wettest days,2.708815
E14001049,health,Disability,0.189
E14001049,health,GP appointments: good overall experience of making an appointment,42.576
E14001049,health,GP appointments: not attended,6.478
E14001049,health,GP appointments: patients enabled to book and cancel online,38.262
E14001049,health,GP appointments: per patient,4.752
E14001049,health,GP appointments: satisfied with practice appointment times,43.537
E14001049,health,GP appointments: taking place within 14 days of booking,89.995
E14001049,health,GP appointments: taking place within 2 days of booking,56.082
E14001049,health,GPs: electronic prescription items,97.385
E14001049,health,GPs: patients enabled to order repeat prescriptions online,37.958
E14001049,society,EU referendum,0.677052519
E14001049,society,Educational attainment: GCSE A*-C English/Maths,60
E14001049,society,Educational attainment: KS2 Attainment,60
E14001049,society,Educational attainment: KS4 Attainment 8,46.5
E14001049,society,General Election: 12 December 2019,Con
E14001049,society,General Election: 7 May 2015,Lab
E14001049,society,General Election: 8 June 2017,Lab
E14001049,society,School allocations per pupil (nominal),5881
E14001049,society,School allocations per pupil (real),5881
E14001049,society,Sexuality,89.3
E14001049,transport,Active travel: cycle at least once a month,7.1
E14001049,transport,Active travel: cycle at least once a week,0
E14001049,transport,Active travel: cycle three times a week,0
E14001049,transport,Active travel: walk at least once a month,68.1
E14001049,transport,Active travel: walk at least once a week,60.8
E14001049,transport,Active travel: walk three times a week,36.5
E14001049,transport,Distance travelled to work,5602
E14001049,transport,Road traffic accidents: all,135
E14001049,transport,Road traffic accidents: fatal,28
E14001050,economy,House price wage ratio,7.2917
E14001050,economy,Unemployment,0.075
E14001050,economy,Wages,27620
E14001050,energy,Efficiency of Housing,67
E14001050,energy,Fuel poverty,23.7
E14001050,environment,City and town classification,Small Town
E14001050,environment,Climate change: drought,3.174472
E14001050,environment,Climate change: heatwaves,14.73994
E14001050,environment,Climate change: rainfall,-0.14519
E14001050,environment,Climate change: rainfall anomaly,0.251384
E14001050,environment,Climate change: temperature,3.31646
E14001050,environment,Climate change: warmest days,6.394269
E14001050,environment,Climate change: wettest days,3.017846
E14001050,health,Disability,0.185
E14001050,health,GP appointments: good overall experience of making an appointment,44.841
E14001050,health,GP appointments: not attended,7.213
E14001050,health,GP appointments: patients enabled to book and cancel online,33.396
E14001050,health,GP appointments: per patient,4.531
E14001050,health,GP appointments: satisfied with practice appointment times,42.107
E14001050,health,GP appointments: taking place within 14 days of booking,91.073
E14001050,health,GP appointments: taking place within 2 days of booking,59.251
E14001050,health,GPs: electronic prescription items,97.148
E14001050,health,GPs: patients enabled to order repeat prescriptions online,33.653
E14001050,society,EU referendum,0.681449563
E14001050,society,Educational attainment: GCSE A*-C English/Maths,63
E14001050,society,Educational attainment: KS2 Attainment,59
E14001050,society,Educational attainment: KS4 Attainment 8,46.5
E14001050,society,General Election: 12 December 2019,Lab
E14001050,society,General Election: 7 May 2015,Lab
E14001050,society,General Election: 8 June 2017,Lab
E14001050,society,School allocations per pupil (nominal),5744
E14001050,society,School allocations per pupil (real),5744
E14001050,society,Sexuality,89.3
E14001050,transport,Active travel: cycle at least once a month,6.9
E14001050,transport,Active travel: cycle at least once a week,0
E14001050,transport,Active travel: cycle three times a week,0
E14001050,transport,Active travel: walk at least once a month,68.4
E14001050,transport,Active travel: walk at least once a week,60.8
E14001050,transport,Active travel: walk three times a week,36.2
E14001050,transport,Distance travelled to work,5103
E14001050,transport,Road traffic accidents: all,195
E14001050,transport,Road traffic accidents: fatal,33
E14001051,economy,House price wage ratio,7.9505
E14001051,economy,Unemployment,0.0664
E14001051,economy,Wages,32291
E14001051,energy,Efficiency of Housing,63
E14001051,energy,Fuel poverty,21.9
E14001051,environment,City and town classification,Other City
E14001051,environment,Climate change: drought,3.174472
E14001051,environment,Climate change: heatwaves,14.73994
E14001051,environment,Climate change: rainfall,-0.14519
E14001051,environment,Climate change: rainfall anomaly,0.251384
E14001051,environment,Climate change: temperature,3.31646
E14001051,environment,Climate change: warmest days,6.394269
E14001051,environment,Climate change: wettest days,3.017846
E14001051,health,Disability,0.173
E14001051,health,GP appointments: good overall experience of making an appointment,48.034
E14001051,health,GP appointments: not attended,7.249
E14001051,health,GP appointments: patients enabled to book and cancel online,33.283
E14001051,health,GP appointments: per patient,4.209
E14001051,health,GP appointments: satisfied with practice appointment times,48.781
E14001051,health,GP appointments: taking place within 14 days of booking,93.263
E14001051,health,GP appointments: taking place within 2 days of booking,46.713
E14001051,health,GPs: electronic prescription items,95.614
E14001051,health,GPs: patients enabled to order repeat prescriptions online,33.333
E14001051,society,EU referendum,0.543675021
E14001051,society,Educational attainment: GCSE A*-C English/Maths,71
E14001051,society,Educational attainment: KS2 Attainment,59
E14001051,society,Educational attainment: KS4 Attainment 8,50.2
E14001051,society,General Election: 12 December 2019,Con
E14001051,society,General Election: 7 May 2015,Lab
E14001051,society,General Election: 8 June 2017,Lab
E14001051,society,School allocations per pupil (nominal),5619
E14001051,society,School allocations per pupil (real),5619
E14001051,society,Sexuality,89.3
E14001051,transport,Active travel: cycle at least once a month,7.1
E14001051,transport,Active travel: cycle at least once a week,0
E14001051,transport,Active travel: cycle three times a week,0
E14001051,transport,Active travel: walk at least once a month,68.1
E14001051,transport,Active travel: walk at least once a week,60.8
E14001051,transport,Active travel: walk three times a week,36.5
E14001051,transport,Distance travelled to work,3446
E14001051,transport,Road traffic accidents: all,156
E14001051,transport,Road traffic accidents: fatal,25
E14001052,economy,House price wage ratio,8.9744
E14001052,economy,Unemployment,0.0354
E14001052,economy,Wages,32555
E14001052,energy,Efficiency of Housing,67
E14001052,energy,Fuel poverty,16.1
E14001052,environment,City and town classification,Village or smaller
E14001052,environment,Climate change: drought,3.407322
E14001052,environment,Climate change: heatwaves,20.58777
E14001052,environment,Climate change: rainfall,-0.12214
E14001052,environment,Climate change: rainfall anomaly,0.115716
E14001052,environment,Climate change: temperature,3.300877
E14001052,environment,Climate change: warmest days,7.059567
E14001052,environment,Climate change: wettest days,4.959612
E14001052,health,Disability,0.175
E14001052,health,GP appointments: good overall experience of making an appointment,54.099
E14001052,health,GP appointments: not attended,3.329
E14001052,health,GP appointments: patients enabled to book and cancel online,48.569
E14001052,health,GP appointments: per patient,6.196
E14001052,health,GP appointments: satisfied with practice appointment times,47.19
E14001052,health,GP appointments: taking place within 14 days of booking,91.704
E14001052,health,GP appointments: taking place within 2 days of booking,59.714
E14001052,health,GPs: electronic prescription items,94.096
E14001052,health,GPs: patients enabled to order repeat prescriptions online,46.486
E14001052,society,EU referendum,0.536772433
E14001052,society,Educational attainment: GCSE A*-C English/Maths,72
E14001052,society,Educational attainment: KS2 Attainment,58
E14001052,society,Educational attainment: KS4 Attainment 8,49.6
E14001052,society,General Election: 12 December 2019,Con
E14001052,society,General Election: 7 May 2015,Con
E14001052,society,General Election: 8 June 2017,Con
E14001052,society,School allocations per pupil (nominal),5221
E14001052,society,School allocations per pupil (real),5221
E14001052,society,Sexuality,89.3
E14001052,transport,Active travel: cycle at least once a month,10.2
E14001052,transport,Active travel: cycle at least once a week,7.7
E14001052,transport,Active travel: cycle three times a week,0
E14001052,transport,Active travel: walk at least once a month,81.6
E14001052,transport,Active travel: walk at least once a week,74.5
E14001052,transport,Active travel: walk three times a week,49.2
E14001052,transport,Distance travelled to work,9031
E14001052,transport,Road traffic accidents: all,85
E14001052,transport,Road traffic accidents: fatal,23
E14001053,economy,House price wage ratio,4.4258
E14001053,economy,Unemployment,0.028
E14001053,economy,Wages,38927
E14001053,energy,Efficiency of Housing,65
E14001053,energy,Fuel poverty,15.6
E14001053,environment,City and town classification,Village or smaller
E14001053,environment,Climate change: drought,1.318941
E14001053,environment,Climate change: heatwaves,4.299269
E14001053,environment,Climate change: rainfall,0.112642
E14001053,environment,Climate change: rainfall anomaly,0.132619
E14001053,environment,Climate change: temperature,2.909753
E14001053,environment,Climate change: warmest days,5.280703
E14001053,environment,Climate change: wettest days,15.47977
E14001053,health,Disability,0.204
E14001053,health,GP appointments: good overall experience of making an appointment,44.786
E14001053,health,GP appointments: not attended,4.086
E14001053,health,GP appointments: patients enabled to book and cancel online,42.347
E14001053,health,GP appointments: per patient,7.226
E14001053,health,GP appointments: satisfied with practice appointment times,40.376
E14001053,health,GP appointments: taking place within 14 days of booking,90.833
E14001053,health,GP appointments: taking place within 2 days of booking,50.36
E14001053,health,GPs: electronic prescription items,72.646
E14001053,health,GPs: patients enabled to order repeat prescriptions online,42.305
E14001053,society,EU referendum,0.61010184
E14001053,society,Educational attainment: GCSE A*-C English/Maths,60
E14001053,society,Educational attainment: KS2 Attainment,54
E14001053,society,Educational attainment: KS4 Attainment 8,43.5
E14001053,society,General Election: 12 December 2019,Con
E14001053,society,General Election: 7 May 2015,Lab
E14001053,society,General Election: 8 June 2017,Lab
E14001053,society,School allocations per pupil (nominal),5756
E14001053,society,School allocations per pupil (real),5756
E14001053,society,Sexuality,91.8
E14001053,transport,Active travel: cycle at least once a month,12.8
E14001053,transport,Active travel: cycle at least once a week,9.5
E14001053,transport,Active travel: cycle three times a week,0
E14001053,transport,Active travel: walk at least once a month,78.3
E14001053,transport,Active travel: walk at least once a week,72.7
