PCON24CD,Theme,Title,Value,rank,count
E14000831,health,GP appointments: not attended,6.675,33.0,533
E14000831,health,GP appointments: patients enabled to book and cancel online,37.899,443.0,533
E14000831,health,GP appointments: per patient,4.605,436.0,533
E14000831,health,GP appointments: satisfied with practice appointment times,50.035,233.0,533
E14000831,health,GP appointments: taking place within 14 days of booking,85.48,371.0,533
E14000831,health,GP appointments: taking place within 2 days of booking,45.398,457.0,532
E14000831,health,GPs: electronic prescription items,98.543,56.0,533
E14000831,health,GPs: patients enabled to order repeat prescriptions online,42.061,470.0,533
E14000831,society,EU referendum,0.480030798,430.0,632
E14000831,society,Educational attainment: GCSE A*-C English/Maths,59.0,28.0,533
E14000831,society,Educational attainment: KS2 Attainment,58.0,19.0,533
E14000831,society,Educational attainment: KS4 Attainment 8,44.5,137.0,533
E14000831,society,General Election: 12 December 2019,,,0
E14000831,society,General Election: 7 May 2015,,,0
E14000831,society,General Election: 8 June 2017,,,0
E14000831,society,School allocations per pupil (nominal),5840.0,60.0,533
E14000831,society,School allocations per pupil (real),5840.0,60.0,533
E14000831,society,Sexuality,86.6,63.0,573
E14000831,transport,Active travel: cycle at least once a month,13.1,82.0,533
E14000831,transport,Active travel: cycle at least once a week,9.5,73.0,533
E14000831,transport,Active travel: cycle three times a week,4.4,41.0,533
E14000831,transport,Active travel: walk at least once a month,77.6,79.0,533
E14000831,transport,Active travel: walk at least once a week,71.9,70.0,533
E14000831,transport,Active travel: walk three times a week,46.6,54.0,533
E14000831,transport,Distance travelled to work,5078.0,262.0,573
E14000831,transport,Road traffic accidents: all,205.0,89.0,632
E14000831,transport,Road traffic accidents: fatal,42.0,45.0,632
E14000832,economy,House price wage ratio,6.2007,474.0,573
E14000832,economy,Unemployment,0.0327,212.0,650
E14000832,economy,Wages,30065.0,541.0,632
E14000832,energy,Efficiency of Housing,67.0,12.0,573
E14000832,energy,Fuel poverty,13.2,93.0,533
E14000832,environment,City and town classification,,,0
E14000832,environment,Climate change: drought,3.13234,205.0,632
E14000832,environment,Climate change: heatwaves,4.198643,391.0,632
E14000832,environment,Climate change: rainfall,-0.13231,359.0,632
E14000832,environment,Climate change: rainfall anomaly,0.09281,321.0,632
E14000832,environment,Climate change: temperature,3.022065,369.0,632
E14000832,environment,Climate change: warmest days,5.216013,414.0,632
E14000832,environment,Climate change: wettest days,0.48083,442.0,632
E14000832,health,Disability,0.189,59.0,573
E14000832,health,GP appointments: good overall experience of making an appointment,61.933,105.0,533
E14000832,health,GP appointments: not attended,4.229,210.0,533
E14000832,health,GP appointments: patients enabled to book and cancel online,30.398,510.0,533
E14000832,health,GP appointments: per patient,5.939,187.0,533
E14000832,health,GP appointments: satisfied with practice appointment times,55.104,98.0,533
E14000832,health,GP appointments: taking place within 14 days of booking,83.191,432.0,533
E14000832,health,GP appointments: taking place within 2 days of booking,53.149,201.0,532
E14000832,health,GPs: electronic prescription items,96.332,253.0,533
E14000832,health,GPs: patients enabled to order repeat prescriptions online,34.624,523.0,533
E14000832,society,EU referendum,0.410712554,525.0,632
E14000832,society,Educational attainment: GCSE A*-C English/Maths,64.0,23.0,533
E14000832,society,Educational attainment: KS2 Attainment,65.0,12.0,533
E14000832,society,Educational attainment: KS4 Attainment 8,46.8,114.0,533
E14000832,society,General Election: 12 December 2019,,,0
E14000832,society,General Election: 7 May 2015,,,0
E14000832,society,General Election: 8 June 2017,,,0
E14000832,society,School allocations per pupil (nominal),5806.0,69.0,533
E14000832,society,School allocations per pupil (real),5806.0,69.0,533
E14000832,society,Sexuality,84.5,81.0,573
E14000832,transport,Active travel: cycle at least once a month,13.1,82.0,533
E14000832,transport,Active travel: cycle at least once a week,9.5,73.0,533
E14000832,transport,Active travel: cycle three times a week,4.4,41.0,533
E14000832,transport,Active travel: walk at least once a month,77.6,79.0,533
E14000832,transport,Active travel: walk at least once a week,71.9,70.0,533
E14000832,transport,Active travel: walk three times a week,46.6,54.0,533
E14000832,transport,Distance travelled to work,6022.0,173.0,573
E14000832,transport,Road traffic accidents: all,154.0,137.0,632
E14000832,transport,Road traffic accidents: fatal,30.0,57.0,632
E14000833,economy,House price wage ratio,6.6993,440.0,573
E14000833,economy,Unemployment,0.0312,226.0,650
E14000833,economy,Wages,34188.0,311.0,632
E14000833,energy,Efficiency of Housing,70.0,9.0,573
E14000833,energy,Fuel poverty,8.2,143.0,533
E14000833,environment,City and town classification,,,0
E14000833,environment,Climate change: drought,3.13234,205.0,632
E14000833,environment,Climate change: heatwaves,4.198643,391.0,632
E14000833,environment,Climate change: rainfall,-0.13231,359.0,632
E14000833,environment,Climate change: rainfall anomaly,0.09281,321.0,632
E14000833,environment,Climate change: temperature,3.022065,369.0,632
E14000833,environment,Climate change: warmest days,5.216013,414.0,632
E14000833,environment,Climate change: wettest days,0.48083,442.0,632
E14000833,health,Disability,0.196,52.0,573
E14000833,health,GP appointments: good overall experience of making an appointment,56.177,235.0,533
E14000833,health,GP appointments: not attended,4.448,181.0,533
E14000833,health,GP appointments: patients enabled to book and cancel online,50.655,161.0,533
E14000833,health,GP appointments: per patient,5.292,309.0,533
E14000833,health,GP appointments: satisfied with practice appointment times,49.925,237.0,533
E14000833,health,GP appointments: taking place within 14 days of booking,88.16,287.0,533
E14000833,health,GP appointments: taking place within 2 days of booking,53.917,176.0,532
E14000833,health,GPs: electronic prescription items,98.947,13.0,533
E14000833,health,GPs: patients enabled to order repeat prescriptions online,53.789,191.0,533
E14000833,society,EU referendum,0.568289241,247.0,632
E14000833,society,Educational attainment: GCSE A*-C English/Maths,69.0,18.0,533
E14000833,society,Educational attainment: KS2 Attainment,64.0,13.0,533
E14000833,society,Educational attainment: KS4 Attainment 8,50.2,80.0,533
E14000833,society,General Election: 12 December 2019,,,0
E14000833,society,General Election: 7 May 2015,,,0
E14000833,society,General Election: 8 June 2017,,,0
E14000833,society,School allocations per pupil (nominal),5338.0,244.0,533
E14000833,society,School allocations per pupil (real),5338.0,244.0,533
E14000833,society,Sexuality,91.2,18.0,573
E14000833,transport,Active travel: cycle at least once a month,13.1,82.0,533
E14000833,transport,Active travel: cycle at least once a week,9.5,73.0,533
E14000833,transport,Active travel: cycle three times a week,4.4,41.0,533
E14000833,transport,Active travel: walk at least once a month,77.6,79.0,533
E14000833,transport,Active travel: walk at least once a week,71.9,70.0,533
E14000833,transport,Active travel: walk three times a week,46.6,54.0,533
E14000833,transport,Distance travelled to work,3394.0,479.0,573
E14000833,transport,Road traffic accidents: all,90.0,199.0,632
E14000833,transport,Road traffic accidents: fatal,14.0,73.0,632
E14000834,economy,House price wage ratio,6.2278,472.0,573
E14000834,economy,Unemployment,0.0289,247.0,650
E14000834,economy,Wages,31186.0,481.0,632
E14000834,energy,Efficiency of Housing,66.0,13.0,573
E14000834,energy,Fuel poverty,19.9,29.0,533
E14000834,environment,City and town classification,,,0
E14000834,environment,Climate change: drought,2.54153,330.0,632
E14000834,environment,Climate change: heatwaves,10.3206,304.0,632
E14000834,environment,Climate change: rainfall,-0.07521,144.0,632
E14000834,environment,Climate change: rainfall anomaly,0.21522,144.0,632
E14000834,environment,Climate change: temperature,3.146536,310.0,632
E14000834,environment,Climate change: warmest days,6.385094,247.0,632
E14000834,environment,Climate change: wettest days,4.72622,308.0,632
E14000834,health,Disability,0.212,36.0,573
E14000834,health,GP appointments: good overall experience of making an appointment,61.423,114.0,533
E14000834,health,GP appointments: not attended,3.7,282.0,533
E14000834,health,GP appointments: patients enabled to book and cancel online,47.921,226.0,533
E14000834,health,GP appointments: per patient,5.106,345.0,533
E14000834,health,GP appointments: satisfied with practice appointment times,54.054,124.0,533
E14000834,health,GP appointments: taking place within 14 days of booking,95.467,18.0,533
E14000834,health,GP appointments: taking place within 2 days of booking,58.673,60.0,532
E14000834,health,GPs: electronic prescription items,96.843,227.0,533
E14000834,health,GPs: patients enabled to order repeat prescriptions online,48.986,330.0,533
E14000834,society,EU referendum,0.616449863,119.0,632
E14000834,society,Educational attainment: GCSE A*-C English/Maths,60.0,27.0,533
E14000834,society,Educational attainment: KS2 Attainment,60.0,17.0,533
E14000834,society,Educational attainment: KS4 Attainment 8,43.9,142.0,533
E14000834,society,General Election: 12 December 2019,,,0
E14000834,society,General Election: 7 May 2015,,,0
E14000834,society,General Election: 8 June 2017,,,0
E14000834,society,School allocations per pupil (nominal),5189.0,337.0,533
E14000834,society,School allocations per pupil (real),5189.0,337.0,533
E14000834,society,Sexuality,89.5,35.0,573
E14000834,transport,Active travel: cycle at least once a month,8.6,123.0,533
E14000834,transport,Active travel: cycle at least once a week,0.0,136.0,533
E14000834,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000834,transport,Active travel: walk at least once a month,69.4,150.0,533
E14000834,transport,Active travel: walk at least once a week,60.4,169.0,533
E14000834,transport,Active travel: walk three times a week,34.9,150.0,533
E14000834,transport,Distance travelled to work,5595.0,212.0,573
E14000834,transport,Road traffic accidents: all,48.0,236.0,632
E14000834,transport,Road traffic accidents: fatal,11.0,76.0,632
E14000835,economy,House price wage ratio,11.6,159.0,573
E14000835,economy,Unemployment,0.0209,313.0,650
E14000835,economy,Wages,28405.0,596.0,632
E14000835,energy,Efficiency of Housing,67.0,12.0,573
E14000835,energy,Fuel poverty,12.7,98.0,533
E14000835,environment,City and town classification,,,0
E14000835,environment,Climate change: drought,3.575346,39.0,632
E14000835,environment,Climate change: heatwaves,13.63461,257.0,632
E14000835,environment,Climate change: rainfall,-0.22828,441.0,632
E14000835,environment,Climate change: rainfall anomaly,0.255353,103.0,632
E14000835,environment,Climate change: temperature,3.179254,288.0,632
E14000835,environment,Climate change: warmest days,6.660014,178.0,632
E14000835,environment,Climate change: wettest days,4.876327,298.0,632
E14000835,health,Disability,0.21,38.0,573
E14000835,health,GP appointments: good overall experience of making an appointment,64.65,64.0,533
E14000835,health,GP appointments: not attended,2.525,464.0,533
E14000835,health,GP appointments: patients enabled to book and cancel online,51.198,152.0,533
E14000835,health,GP appointments: per patient,7.789,11.0,533
E14000835,health,GP appointments: satisfied with practice appointment times,52.407,165.0,533
E14000835,health,GP appointments: taking place within 14 days of booking,85.146,381.0,533
E14000835,health,GP appointments: taking place within 2 days of booking,46.011,438.0,532
E14000835,health,GPs: electronic prescription items,94.169,324.0,533
E14000835,health,GPs: patients enabled to order repeat prescriptions online,60.335,41.0,533
E14000835,society,EU referendum,0.560133703,266.0,632
E14000835,society,Educational attainment: GCSE A*-C English/Maths,66.0,21.0,533
E14000835,society,Educational attainment: KS2 Attainment,50.0,27.0,533
E14000835,society,Educational attainment: KS4 Attainment 8,44.5,137.0,533
E14000835,society,General Election: 12 December 2019,,,0
E14000835,society,General Election: 7 May 2015,,,0
E14000835,society,General Election: 8 June 2017,,,0
E14000835,society,School allocations per pupil (nominal),5201.0,330.0,533
E14000835,society,School allocations per pupil (real),5201.0,330.0,533
E14000835,society,Sexuality,90.4,26.0,573
E14000835,transport,Active travel: cycle at least once a month,13.7,76.0,533
E14000835,transport,Active travel: cycle at least once a week,0.0,136.0,533
E14000835,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000835,transport,Active travel: walk at least once a month,84.8,15.0,533
E14000835,transport,Active travel: walk at least once a week,77.5,21.0,533
E14000835,transport,Active travel: walk three times a week,49.6,29.0,533
E14000835,transport,Distance travelled to work,5353.0,234.0,573
E14000835,transport,Road traffic accidents: all,113.0,178.0,632
E14000835,transport,Road traffic accidents: fatal,31.0,56.0,632
E14000836,economy,House price wage ratio,6.746,436.0,573
E14000836,economy,Unemployment,0.0357,188.0,650
E14000836,economy,Wages,29845.0,551.0,632
E14000836,energy,Efficiency of Housing,68.0,11.0,573
E14000836,energy,Fuel poverty,15.2,73.0,533
E14000836,environment,City and town classification,,,0
E14000836,environment,Climate change: drought,2.818016,296.0,632
E14000836,environment,Climate change: heatwaves,15.31259,227.0,632
E14000836,environment,Climate change: rainfall,-0.08479,160.0,632
E14000836,environment,Climate change: rainfall anomaly,0.042227,421.0,632
E14000836,environment,Climate change: temperature,3.202957,263.0,632
E14000836,environment,Climate change: warmest days,6.454614,226.0,632
E14000836,environment,Climate change: wettest days,2.673854,391.0,632
E14000836,health,Disability,0.207,41.0,573
E14000836,health,GP appointments: good overall experience of making an appointment,48.755,387.0,533
E14000836,health,GP appointments: not attended,3.44,324.0,533
E14000836,health,GP appointments: patients enabled to book and cancel online,44.426,313.0,533
E14000836,health,GP appointments: per patient,7.305,34.0,533
E14000836,health,GP appointments: satisfied with practice appointment times,43.227,396.0,533
E14000836,health,GP appointments: taking place within 14 days of booking,86.656,336.0,533
E14000836,health,GP appointments: taking place within 2 days of booking,53.456,190.0,532
E14000836,health,GPs: electronic prescription items,98.892,18.0,533
E14000836,health,GPs: patients enabled to order repeat prescriptions online,51.917,242.0,533
E14000836,society,EU referendum,0.692552829,27.0,632
E14000836,society,Educational attainment: GCSE A*-C English/Maths,68.0,19.0,533
E14000836,society,Educational attainment: KS2 Attainment,59.0,18.0,533
E14000836,society,Educational attainment: KS4 Attainment 8,48.7,95.0,533
E14000836,society,General Election: 12 December 2019,,,0
E14000836,society,General Election: 7 May 2015,,,0
E14000836,society,General Election: 8 June 2017,,,0
E14000836,society,School allocations per pupil (nominal),5338.0,244.0,533
E14000836,society,School allocations per pupil (real),5338.0,244.0,533
E14000836,society,Sexuality,91.3,17.0,573
E14000836,transport,Active travel: cycle at least once a month,9.7,113.0,533
E14000836,transport,Active travel: cycle at least once a week,0.0,136.0,533
E14000836,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000836,transport,Active travel: walk at least once a month,69.5,149.0,533
E14000836,transport,Active travel: walk at least once a week,62.3,157.0,533
E14000836,transport,Active travel: walk three times a week,36.4,141.0,533
E14000836,transport,Distance travelled to work,7055.0,87.0,573
E14000836,transport,Road traffic accidents: all,154.0,137.0,632
E14000836,transport,Road traffic accidents: fatal,53.0,34.0,632
E14000837,economy,House price wage ratio,13.0169,92.0,573
E14000837,economy,Unemployment,0.0287,249.0,650
E14000837,economy,Wages,30769.0,504.0,632
E14000837,energy,Efficiency of Housing,66.0,13.0,573
E14000837,energy,Fuel poverty,15.2,73.0,533
E14000837,environment,City and town classification,,,0
E14000837,environment,Climate change: drought,2.616044,319.0,632
E14000837,environment,Climate change: heatwaves,11.35663,286.0,632
E14000837,environment,Climate change: rainfall,-0.11528,284.0,632
E14000837,environment,Climate change: rainfall anomaly,0.195066,171.0,632
E14000837,environment,Climate change: temperature,3.024782,368.0,632
E14000837,environment,Climate change: warmest days,6.416575,238.0,632
E14000837,environment,Climate change: wettest days,9.056867,102.0,632
E14000837,health,Disability,0.209,39.0,573
E14000837,health,GP appointments: good overall experience of making an appointment,51.282,333.0,533
E14000837,health,GP appointments: not attended,3.301,353.0,533
E14000837,health,GP appointments: patients enabled to book and cancel online,32.428,493.0,533
E14000837,health,GP appointments: per patient,6.531,101.0,533
E14000837,health,GP appointments: satisfied with practice appointment times,41.981,425.0,533
E14000837,health,GP appointments: taking place within 14 days of booking,92.242,118.0,533
E14000837,health,GP appointments: taking place within 2 days of booking,53.058,207.0,532
E14000837,health,GPs: electronic prescription items,46.579,512.0,533
E14000837,health,GPs: patients enabled to order repeat prescriptions online,39.774,496.0,533
E14000837,society,EU referendum,0.601925003,157.0,632
E14000837,society,Educational attainment: GCSE A*-C English/Maths,60.0,27.0,533
E14000837,society,Educational attainment: KS2 Attainment,50.0,27.0,533
E14000837,society,Educational attainment: KS4 Attainment 8,44.3,139.0,533
E14000837,society,General Election: 12 December 2019,,,0
E14000837,society,General Election: 7 May 2015,,,0
E14000837,society,General Election: 8 June 2017,,,0
E14000837,society,School allocations per pupil (nominal),5426.0,200.0,533
E14000837,society,School allocations per pupil (real),5426.0,200.0,533
E14000837,society,Sexuality,89.8,32.0,573
E14000837,transport,Active travel: cycle at least once a month,15.3,60.0,533
E14000837,transport,Active travel: cycle at least once a week,9.1,77.0,533
E14000837,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000837,transport,Active travel: walk at least once a month,81.7,39.0,533
E14000837,transport,Active travel: walk at least once a week,74.0,50.0,533
E14000837,transport,Active travel: walk three times a week,48.4,39.0,533
E14000837,transport,Distance travelled to work,6096.0,165.0,573
E14000837,transport,Road traffic accidents: all,204.0,90.0,632
E14000837,transport,Road traffic accidents: fatal,46.0,41.0,632
E14000838,economy,House price wage ratio,12.1084,138.0,573
E14000838,economy,Unemployment,0.027,264.0,650
E14000838,economy,Wages,28880.0,578.0,632
E14000838,energy,Efficiency of Housing,67.0,12.0,573
E14000838,energy,Fuel poverty,15.6,69.0,533
E14000838,environment,City and town classification,,,0
E14000838,environment,Climate change: drought,2.899869,279.0,632
E14000838,environment,Climate change: heatwaves,12.53699,270.0,632
E14000838,environment,Climate change: rainfall,-0.13604,374.0,632
E14000838,environment,Climate change: rainfall anomaly,0.258378,99.0,632
E14000838,environment,Climate change: temperature,3.105058,331.0,632
E14000838,environment,Climate change: warmest days,6.565803,204.0,632
E14000838,environment,Climate change: wettest days,10.66615,78.0,632
E14000838,health,Disability,0.196,52.0,573
E14000838,health,GP appointments: good overall experience of making an appointment,70.221,22.0,533
E14000838,health,GP appointments: not attended,3.898,252.0,533
E14000838,health,GP appointments: patients enabled to book and cancel online,42.006,368.0,533
E14000838,health,GP appointments: per patient,7.151,48.0,533
E14000838,health,GP appointments: satisfied with practice appointment times,59.935,29.0,533
E14000838,health,GP appointments: taking place within 14 days of booking,90.138,201.0,533
E14000838,health,GP appointments: taking place within 2 days of booking,44.759,471.0,532
E14000838,health,GPs: electronic prescription items,82.289,424.0,533
E14000838,health,GPs: patients enabled to order repeat prescriptions online,45.271,426.0,533
E14000838,society,EU referendum,0.570384794,243.0,632
E14000838,society,Educational attainment: GCSE A*-C English/Maths,67.0,20.0,533
E14000838,society,Educational attainment: KS2 Attainment,51.0,26.0,533
E14000838,society,Educational attainment: KS4 Attainment 8,48.0,102.0,533
E14000838,society,General Election: 12 December 2019,,,0
E14000838,society,General Election: 7 May 2015,,,0
E14000838,society,General Election: 8 June 2017,,,0
E14000838,society,School allocations per pupil (nominal),5346.0,241.0,533
E14000838,society,School allocations per pupil (real),5346.0,241.0,533
E14000838,society,Sexuality,90.3,27.0,573
E14000838,transport,Active travel: cycle at least once a month,14.5,68.0,533
E14000838,transport,Active travel: cycle at least once a week,10.7,61.0,533
E14000838,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000838,transport,Active travel: walk at least once a month,81.1,45.0,533
E14000838,transport,Active travel: walk at least once a week,76.3,28.0,533
E14000838,transport,Active travel: walk three times a week,52.4,16.0,533
E14000838,transport,Distance travelled to work,8004.0,47.0,573
E14000838,transport,Road traffic accidents: all,203.0,91.0,632
E14000838,transport,Road traffic accidents: fatal,42.0,45.0,632
E14000839,economy,House price wage ratio,12.363,122.0,573
E14000839,economy,Unemployment,0.019,329.0,650
E14000839,economy,Wages,32903.0,394.0,632
E14000839,energy,Efficiency of Housing,67.0,12.0,573
E14000839,energy,Fuel poverty,11.4,111.0,533
E14000839,environment,City and town classification,,,0
E14000839,environment,Climate change: drought,3.121092,212.0,632
E14000839,environment,Climate change: heatwaves,21.28495,69.0,632
E14000839,environment,Climate change: rainfall,-0.10681,234.0,632
E14000839,environment,Climate change: rainfall anomaly,0.149568,236.0,632
E14000839,environment,Climate change: temperature,3.334875,139.0,632
E14000839,environment,Climate change: warmest days,7.133143,16.0,632
E14000839,environment,Climate change: wettest days,9.968892,88.0,632
E14000839,health,Disability,0.18,68.0,573
E14000839,health,GP appointments: good overall experience of making an appointment,63.23,79.0,533
E14000839,health,GP appointments: not attended,2.498,466.0,533
E14000839,health,GP appointments: patients enabled to book and cancel online,47.666,231.0,533
E14000839,health,GP appointments: per patient,7.292,37.0,533
E14000839,health,GP appointments: satisfied with practice appointment times,56.806,63.0,533
E14000839,health,GP appointments: taking place within 14 days of booking,80.625,468.0,533
E14000839,health,GP appointments: taking place within 2 days of booking,44.623,477.0,532
E14000839,health,GPs: electronic prescription items,77.296,446.0,533
E14000839,health,GPs: patients enabled to order repeat prescriptions online,54.122,180.0,533
E14000839,society,EU referendum,0.566086028,255.0,632
E14000839,society,Educational attainment: GCSE A*-C English/Maths,72.0,15.0,533
E14000839,society,Educational attainment: KS2 Attainment,60.0,17.0,533
E14000839,society,Educational attainment: KS4 Attainment 8,49.2,90.0,533
E14000839,society,General Election: 12 December 2019,,,0
E14000839,society,General Election: 7 May 2015,,,0
E14000839,society,General Election: 8 June 2017,,,0
E14000839,society,School allocations per pupil (nominal),5376.0,223.0,533
E14000839,society,School allocations per pupil (real),5376.0,223.0,533
E14000839,society,Sexuality,90.8,22.0,573
E14000839,transport,Active travel: cycle at least once a month,13.2,81.0,533
E14000839,transport,Active travel: cycle at least once a week,8.9,79.0,533
E14000839,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000839,transport,Active travel: walk at least once a month,83.0,27.0,533
E14000839,transport,Active travel: walk at least once a week,73.8,52.0,533
E14000839,transport,Active travel: walk three times a week,48.2,41.0,533
E14000839,transport,Distance travelled to work,5049.0,266.0,573
E14000839,transport,Road traffic accidents: all,136.0,155.0,632
E14000839,transport,Road traffic accidents: fatal,38.0,49.0,632
E14000840,economy,House price wage ratio,4.5455,551.0,573
E14000840,economy,Unemployment,0.0318,220.0,650
E14000840,economy,Wages,30012.0,542.0,632
E14000840,energy,Efficiency of Housing,68.0,11.0,573
E14000840,energy,Fuel poverty,10.7,118.0,533
E14000840,environment,City and town classification,,,0
E14000840,environment,Climate change: drought,3.515242,62.0,632
E14000840,environment,Climate change: heatwaves,5.807575,368.0,632
E14000840,environment,Climate change: rainfall,-0.16873,419.0,632
E14000840,environment,Climate change: rainfall anomaly,0.240245,119.0,632
E14000840,environment,Climate change: temperature,3.049427,355.0,632
E14000840,environment,Climate change: warmest days,5.873918,340.0,632
E14000840,environment,Climate change: wettest days,-1.08094,450.0,632
E14000840,health,Disability,0.232,17.0,573
E14000840,health,GP appointments: good overall experience of making an appointment,59.563,157.0,533
E14000840,health,GP appointments: not attended,3.27,356.0,533
E14000840,health,GP appointments: patients enabled to book and cancel online,51.605,142.0,533
E14000840,health,GP appointments: per patient,6.696,83.0,533
E14000840,health,GP appointments: satisfied with practice appointment times,51.184,199.0,533
E14000840,health,GP appointments: taking place within 14 days of booking,86.006,356.0,533
E14000840,health,GP appointments: taking place within 2 days of booking,49.291,335.0,532
E14000840,health,GPs: electronic prescription items,98.637,48.0,533
E14000840,health,GPs: patients enabled to order repeat prescriptions online,53.307,199.0,533
E14000840,society,EU referendum,0.60304872,152.0,632
E14000840,society,Educational attainment: GCSE A*-C English/Maths,64.0,23.0,533
E14000840,society,Educational attainment: KS2 Attainment,61.0,16.0,533
E14000840,society,Educational attainment: KS4 Attainment 8,47.6,106.0,533
E14000840,society,General Election: 12 December 2019,,,0
E14000840,society,General Election: 7 May 2015,,,0
E14000840,society,General Election: 8 June 2017,,,0
E14000840,society,School allocations per pupil (nominal),5497.0,163.0,533
E14000840,society,School allocations per pupil (real),5497.0,163.0,533
E14000840,society,Sexuality,92.5,5.0,573
E14000840,transport,Active travel: cycle at least once a month,8.0,129.0,533
E14000840,transport,Active travel: cycle at least once a week,6.2,105.0,533
E14000840,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000840,transport,Active travel: walk at least once a month,71.3,134.0,533
E14000840,transport,Active travel: walk at least once a week,64.8,138.0,533
E14000840,transport,Active travel: walk three times a week,39.2,122.0,533
E14000840,transport,Distance travelled to work,3159.0,498.0,573
E14000840,transport,Road traffic accidents: all,78.0,210.0,632
E14000840,transport,Road traffic accidents: fatal,16.0,71.0,632
E14000841,economy,House price wage ratio,9.7594,247.0,573
E14000841,economy,Unemployment,0.0232,292.0,650
E14000841,economy,Wages,40821.0,74.0,632
E14000841,energy,Efficiency of Housing,71.0,8.0,573
E14000841,energy,Fuel poverty,8.3,142.0,533
E14000841,environment,City and town classification,,,0
E14000841,environment,Climate change: drought,3.634642,23.0,632
E14000841,environment,Climate change: heatwaves,23.30167,14.0,632
E14000841,environment,Climate change: rainfall,-0.11032,258.0,632
E14000841,environment,Climate change: rainfall anomaly,0.147041,237.0,632
E14000841,environment,Climate change: temperature,3.419793,58.0,632
E14000841,environment,Climate change: warmest days,7.097886,26.0,632
E14000841,environment,Climate change: wettest days,5.449819,259.0,632
E14000841,health,Disability,0.15,98.0,573
E14000841,health,GP appointments: good overall experience of making an appointment,40.535,501.0,533
E14000841,health,GP appointments: not attended,3.495,316.0,533
E14000841,health,GP appointments: patients enabled to book and cancel online,62.892,6.0,533
E14000841,health,GP appointments: per patient,4.915,381.0,533
E14000841,health,GP appointments: satisfied with practice appointment times,33.058,518.0,533
E14000841,health,GP appointments: taking place within 14 days of booking,86.035,353.0,533
E14000841,health,GP appointments: taking place within 2 days of booking,46.937,412.0,532
E14000841,health,GPs: electronic prescription items,78.134,439.0,533
E14000841,health,GPs: patients enabled to order repeat prescriptions online,64.99,7.0,533
E14000841,society,EU referendum,0.534376055,327.0,632
E14000841,society,Educational attainment: GCSE A*-C English/Maths,69.0,18.0,533
E14000841,society,Educational attainment: KS2 Attainment,53.0,24.0,533
E14000841,society,Educational attainment: KS4 Attainment 8,48.3,99.0,533
E14000841,society,General Election: 12 December 2019,,,0
E14000841,society,General Election: 7 May 2015,,,0
E14000841,society,General Election: 8 June 2017,,,0
E14000841,society,School allocations per pupil (nominal),5203.0,328.0,533
E14000841,society,School allocations per pupil (real),5203.0,328.0,533
E14000841,society,Sexuality,91.8,12.0,573
E14000841,transport,Active travel: cycle at least once a month,14.1,72.0,533
E14000841,transport,Active travel: cycle at least once a week,10.4,64.0,533
E14000841,transport,Active travel: cycle three times a week,0.0,58.0,533
E14000841,transport,Active travel: walk at least once a month,77.5,80.0,533
E14000841,transport,Active travel: walk at least once a week,68.4,104.0,533
E14000841,transport,Active travel: walk three times a week,41.7,100.0,533
E14000841,transport,Distance travelled to work,3734.0,445.0,573
E14000841,transport,Road traffic accidents: all,165.0,128.0,632
E14000841,transport,Road traffic accidents: fatal,55.0,32.0,632
E14000842,economy,House price wage ratio,8.8561,304.0,573
E14000842,economy,Unemployment,0.0348,195.0,650
E14000842,economy,Wages,33438.0,361.0,632
E14000842,energy,Efficiency of Housing,68.0,11.0,573
E14000842,energy,Fuel poverty,11.2,113.0,533
E14000842,environment,City and town classification,,,0
E14000842,environment,Climate change: drought,3.327261,123.0,632
E14000842,environment,Climate change: heatwaves,22.56087,34.0,632
E14000842,environment,Climate change: rainfall,-0.10412,221.0,632
E14000842,environment,Climate change: rainfall anomaly,0.088643,332.0,632
E14000842,environment,Climate change: temperature,3.352332,125.0,632
E14000842,environment,Climate change: warmest days,7.002229,79.0,632
E14000842,environment,Climate change: wettest days,4.568098,317.0,632
E14000842,health,Disability,0.199,49.0,573
E14000842,health,GP appointments: good overall experience of making an appointment,47.355,411.0,533
E14000842,health,GP appointments: not attended,3.128,383.0,533
E14000842,health,GP appointments: patients enabled to book and cancel online,47.129,248.0,533
E14000842,health,GP appointments: per patient,7.595,20.0,533
E14000842,health,GP appointments: satisfied with practice appointment times,42.333,414.0,533
E14000842,health,GP appointments: taking place within 14 days of booking,87.729,305.0,533
E14000842,health,GP appointments: taking place within 2 days of booking,57.648,74.0,532
E14000842,health,GPs: electronic prescription items,80.448,430.0,533
E14000842,health,GPs: patients enabled to order repeat prescriptions online,49.833,312.0,533
E14000842,society,EU referendum,0.693543227,25.0,632
E14000842,society,Educational attainment: GCSE A*-C English/Maths,57.0,30.0,533
E14000842,society,Educational attainment: KS2 Attainment,49.0,28.0,533
E14000842,society,Educational attainment: KS4 Attainment 8,40.8,162.0,533
E14000842,society,General Election: 12 December 2019,,,0
E14000842,society,General Election: 7 May 2015,,,0
E14000842,society,General Election: 8 June 2017,,,0
